title,link,comment
 Java Web典型模块与项目实战大全(含DVD光盘1张),http://product.dangdang.com/22685687.html,135条评论
 正版现货 C和指针+C陷阱与缺陷+C专家编程 C语言编程三剑客 C语言入门教程 C语言程序设计入门到标题书名定价140元加解忧杂货店定价39.5元为此套装总定价179.5元。部分商品主图未添加解忧杂货店图片，正持续优化中。主图未优化完成仅发标题书名商品。,http://product.dangdang.com/1099846579.html,0条评论
 正版 Spark编程基础 Spark编程教材书籍 Spark大数据开发 Spark实战指南 大数据,http://product.dangdang.com/1423264220.html,0条评论
 C语言从入门到精通（配光盘）（软件开发视频大讲堂）,http://product.dangdang.com/20886237.html,730条评论
 全新正版！区域包邮！ JG9787111601722 智能投资 机器交易时代的崛起 智能投资技术书籍 机械工业出版社网易财经、金融界、《南华早报》等平台强力推荐,系统论述AI、大数据、算法在投资中的价值与作用,http://product.dangdang.com/1374863920.html,0条评论
 精通Tomcat——Java Web应用开发、框架分析与组件配置、系统集成与案例实战（1CD）,http://product.dangdang.com/9293347.html,27条评论
 VIP——ASP.NET 4.0编程技术大全(含CD光盘1张),http://product.dangdang.com/23341441.html,7条评论
 MATLAB建模与仿真实用教程从基础知识到实例分析，再到习题练习，理论与实践紧密结合，从而达到零起点入门和快速提高的目的,http://product.dangdang.com/25304448.html,0条评论
 全新正版限时抢，满39包邮，活动中··【全3册】Scratch2.0少儿编程奇幻之旅+动画游戏与创意设计教程+STEA标题书名定价197.8元加 人生定价25元为此套装总定价222.8元。部分商品主图未添加人生图片，正持续优化中。主图未优化完成商品仅发标题商品。,http://product.dangdang.com/1367246059.html,0条评论
 正版 区域包邮TZ附光盘Creo 4.0模具设计+高级应用教程+快速入门+运动仿真+产品设计实例精解 共5本 机械工业583721、583738、582663、581130、581567、区域包邮 全新正版 区域包邮 creo4.0全套视频教程书籍软件操作技巧,http://product.dangdang.com/1229817878.html,1条评论
 正则表达式必知必会(修订版) 9787115377999,http://product.dangdang.com/1294008085.html,0条评论
 HTML5+CSS3+JavaScript网页设计项目教程,http://product.dangdang.com/23576864.html,34条评论
 我的*一本编程书 编程入门书 零基础 编程思维 程序员思维修炼+Python数据科学入门 快速掌握数据采集与清洗 数据,http://product.dangdang.com/1226428287.html,0条评论
 21天学通Java(第6版) [美]Rogers Cadenhead,冯志祥 9787115311115,http://product.dangdang.com/1380741041.html,2条评论
 正版 Go语言入门经典 乔治 奥尔波 go语言程序设计教程书籍Go语言编写程序方法技巧go语言编程入门学习书go语言设品质好书 正版保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1430070679.html,0条评论
 日志管理与分析权威指南,http://product.dangdang.com/23505442.html,95条评论
 Web前端项目开发实践教程,http://product.dangdang.com/24102667.html,10条评论
 【新书 正版现货】 学习OpenCV(中文版) OpenCVbi编程开发入门基础知识教程 OpenCV从入门到精通自学【好评返5元店铺礼券】,http://product.dangdang.com/1283584476.html,1条评论
 编译原理,http://product.dangdang.com/25294009.html,0条评论
 Java核心技术：卷Ⅰ：基础知识：第8版（评注版）,http://product.dangdang.com/21106073.html,96条评论
 PHP Web 开发实用教程(第2版)本本书案例完整，结构清晰； 讲解通俗，步骤详细； 代码准确，注释清晰。,http://product.dangdang.com/25302383.html,0条评论
 全新正版 现货 区域包邮 TZ 储能技术及应用 +大规模储能系统书籍 9787111596219/9787111596,http://product.dangdang.com/1248421520.html,0条评论
 C#程序设计教程（21世纪高等学校计算机应用技术规划教材）,http://product.dangdang.com/20949744.html,97条评论
 C#程序设计及应用教程(第3版)(“十二五”普通高等教育本科国家级规划教材),http://product.dangdang.com/23405740.html,117条评论
 C语言程序设计——基于计算思维培养,http://product.dangdang.com/23668207.html,11条评论
 卓有成效的程序员,http://product.dangdang.com/20527496.html,290条评论
 MATLAB从零到进阶 【正版书籍】,http://product.dangdang.com/1124458995.html,1条评论
 Java程序设计（附光盘）,http://product.dangdang.com/9261042.html,4条评论
 C语言编程实例,http://product.dangdang.com/23770678.html,17条评论
 Node js实战,http://product.dangdang.com/1111936866.html,0条评论
 Visual C#.NET Web应用程序设计(第2版),http://product.dangdang.com/22798615.html,122条评论
 C++ Primer Plus 第6版中文版 c++primer中文版第六版 c++编程书籍 c++从入门到精通+C+,http://product.dangdang.com/1390593587.html,0条评论
 群智能优化算法及其应用,http://product.dangdang.com/22871625.html,43条评论
 正版送书签sj~R数据可视化手册 9787115342270 [美]Winston Chang,肖楠,邓一硕,魏太云正版图书，品质保证^_^如需清单下单时请备注，下单即有精美书签赠送！节假日订单节后发货！,http://product.dangdang.com/1323075685.html,0条评论
 微信公众平台JSSDK开发实战——公众号与HTML5混合模式揭秘微信JSSDK HTML 5让移动Web开发与微信结合轻而易举，让移动应用、微信公众号更强大更精彩,http://product.dangdang.com/23778342.html,629条评论
 21天学通Java（第5版）,http://product.dangdang.com/25245281.html,0条评论
 综合与时序分析的设计约束+嵌入式系统 硬件、软件及软硬件协同 ：Synopsys设计约束(SDC)实用指南 计算机控制,http://product.dangdang.com/1045263079.html,0条评论
 移动互联网之路——HTML5+CSS3+jQuery Mobile APP与移动网站设计从入门到精通,http://product.dangdang.com/25295792.html,0条评论
 jQuery开发指南 Web 前端开发核心技术教程书籍+ Web安全之深度学习实战 jQuery 框架制作网页书 jQ,http://product.dangdang.com/1044759579.html,0条评论
 视界无界 写给UI设计师的设计书 ui设计书籍+C++程序设计基础 平面设计网页设计交互设计用户体验设计UI界面设计教,http://product.dangdang.com/1041555079.html,0条评论
 程序设计初步入门教程（C语言）,http://product.dangdang.com/23417109.html,11条评论
 用多媒体学 Rhino（犀牛）5.0（软件）,http://product.dangdang.com/1102859746.html,0条评论
 基于符号学的产品交互界面设计方法及应用,http://product.dangdang.com/25253697.html,5条评论
 Axure RP8 实战手册 网站和APP原型制作案例精粹 9787115431387,http://product.dangdang.com/1475429557.html,0条评论
 精通Scrapy网络爬虫/数据库书籍/scrapy爬虫编写教程书籍 数据抓取技术框架/scrapy爬虫编程程序设计+精,http://product.dangdang.com/1307050076.html,0条评论
 JAVA WEB服务构建与运行(第2版),http://product.dangdang.com/23605849.html,150条评论
 算法与数据结构（第2版）（高等院校信息技术规划教材）,http://product.dangdang.com/23519390.html,17条评论
 MATLAB图像处理与界面编程宝典(含光盘1张),http://product.dangdang.com/20512643.html,28条评论
 ZooKeeper：分布式过程协同技术详解+从Paxos到Zookeeper：分布式一致性原理与实践,http://product.dangdang.com/1312900876.html,0条评论
 R语言与网络舆情处理本书以R语言作为舆情分析的工具，在阐述相关原理的基础上，介绍了网络舆情信息采集、舆情信息预处理、舆情文本分类、舆情文本聚类、舆情数据关联规则挖掘、舆情相关指标预测等舆情分析环节，所有分析都使用R语言进,http://product.dangdang.com/25208938.html,32条评论
 写给大忙人看的C++,http://product.dangdang.com/23768995.html,39条评论
 C语言深度解剖-解开程序员面试笔试的秘密-第2版北京新华书店官方旗舰店 品牌承诺 正版保证 配送及时 服务专业,http://product.dangdang.com/1128493131.html,0条评论
 Photoshop CC移动UI设计实用教程 ps cc教程书籍+Photoshop CC移动UI图标设计实用教程 移,http://product.dangdang.com/1044884379.html,1条评论
 区块链原理设计与应用 Node.js区块链开发 区块链技术革命 区块链技术驱动 数字货币金融投资指南 区块链核心算法与标题书名定价453元加摆渡人定价36元为此套装总定价489元。部分商品主图未添加摆渡人图片，正持续优化中。主图未优化完成仅发标题书名商品。,http://product.dangdang.com/1183157869.html,1条评论
 C++编程兵书,http://product.dangdang.com/23322980.html,13条评论
 Tomcat与Java Web开发技术详解,http://product.dangdang.com/20250152.html,8条评论
 Java Web开发基础与案例教程,http://product.dangdang.com/24012345.html,4条评论
 Java 2核心技术卷II:高级特性(第7版)(英文版)—典藏原版书苑 新版 http://product.dangd,http://product.dangdang.com/9198013.html,14条评论
 Kotlin程序开发入门精要*9787115467522 李宁全新正版图书,http://product.dangdang.com/1390347195.html,1条评论
 Spark高级数据分析第2版 数据分析教程 Spark大数据 涵盖大规模数据分析中常用算法 数据集和设计模式+Spar,http://product.dangdang.com/1204082587.html,0条评论
 普通高等教育“十二五”规划教材 汇编语言程序设计习题解答及课程实验、设计辅导（第二版）,http://product.dangdang.com/23664056.html,6条评论
 Java Web项目开发案例精粹（含DVD光盘1张）,http://product.dangdang.com/20867700.html,24条评论
 Java EE框架开发技术与案例教程提高读者的系统设计能力，采用了Java EE的新规范，配有电子教案和案例的源代码,http://product.dangdang.com/24039715.html,50条评论
 Cocoa和Objective-C：构建和运行,http://product.dangdang.com/22819429.html,65条评论
 ACM国际大学生程序设计竞赛:题目与解读 俞勇 编【好评返5元店铺礼券】,http://product.dangdang.com/1099274306.html,20条评论
 SYSTEMC入门 （美）巴斯克（Bhasker，J） 著；夏宁，甘伟 译【好评返5元店铺礼券】,http://product.dangdang.com/1108331206.html,10条评论
 JavaEE核心框架实战第2版 Spring 程序设计 jQuery+Java入门经典（第7版）,http://product.dangdang.com/1253564287.html,0条评论
 FPGA设计实战演练(高级技巧篇),http://product.dangdang.com/1028015374.html,2条评论
 OpenCL编程指南(OpenCL核心设计人员亲自执笔，全面而深刻地解读了OpenCL规范和编程模型，公认的OpenC,http://product.dangdang.com/22912056.html,213条评论
 UML统一建模教程与实验指导,http://product.dangdang.com/23039133.html,34条评论
 全新正版 区域包邮 TZ PHP7底层设计与源码实现+高性能PHP 7 机械工业出版社 9787111599197、9全面讲解PHP内核架构、核心实现与内存管理、词法与句法解析、Zend 虚拟机、 函数及关键扩展等设计细节与源码实现,http://product.dangdang.com/1280963520.html,0条评论
 形式语言与自动机理论引论基于国家精品教材《形式语言与自动机理论》编著的研究生用书，满足我国当前研究生教育的实际需求。国家教学名师蒋宗礼教授力作，优秀经典教材新作。,http://product.dangdang.com/24201363.html,14条评论
 正版现货 C和指针+C陷阱与缺陷+C专家编程 C语言编程三剑客 C语言入门教程 C语言程序设计入门到标题书名定价140元加追风筝的人定价29元为此套装总定价169元。部分商品主图未添加追风筝的人图片，正持续优化中。主图未优化完成仅发标题书名商品。,http://product.dangdang.com/1470750197.html,0条评论
 响应式Web,http://product.dangdang.com/23812516.html,57条评论
 程序语言的奥妙：算法解读,http://product.dangdang.com/22816457.html,294条评论
 包邮 VR/AR/MR开发实战——基于Unity与UE4引擎+AR与VR开发实战 VR虚拟现实技术标题书名定价198元加追风筝的人定价29元为此套装总定价227元。部分商品主图未添加追风筝的人图片，正持续优化中。主图未优化完成仅发标题书名商品。,http://product.dangdang.com/1299244769.html,0条评论
 JavaScript程序设计：基础 PHP XML(充分考虑初学者的需求，内容深入浅出，每章均配备相应案例、练习和实践,http://product.dangdang.com/23668192.html,40条评论
 Redis 4.x Cookbook中文版 [中]黄鹏程 王左非 9787121340819睿智启图书正版保证,放心选购,配送及时 服务专业,http://product.dangdang.com/1401052469.html,0条评论
 （区域包邮）TZ小程序从0到1+小程序，巧应用+从零开始学微信小程序开发（共3本）711158404、71213091一本全面而系统的介绍小程序开发技术的书籍,http://product.dangdang.com/1398282296.html,1条评论
 Java Servlet & JSP TM经典实例——O’Reilly Java系列,http://product.dangdang.com/9029020.html,3条评论
 Redis开发与运维（货号：MLS） 9787111557975 机械工业出版社 付磊 张益军咨询电话 17332130520,http://product.dangdang.com/1362910920.html,0条评论
 JavaWeb服务 构建与运行,http://product.dangdang.com/20880919.html,28条评论
 全国高职高专工程测量技术专业规划教材——VB语言与测量程序设计（第2版）,http://product.dangdang.com/23247314.html,48条评论
 【全彩版】Java项目开发实战入门 Java从入门到精通 java语言程序设计java书籍,http://product.dangdang.com/1364024876.html,0条评论
 C语言程序设计实例教程（第二版）（“十二五”职业教育国家规划教材；经全国职业教育教材审定委员会审定）,http://product.dangdang.com/23577452.html,4条评论
 C++程序设计教程,http://product.dangdang.com/24142494.html,27条评论
 Swift语言实战晋级 第2版学用Swift2.0开发应用和游戏 有趣又实用的方式学会iOS编程 51CTO SwiftV课堂 泰课在线 天地君道培训 鼎力推荐,http://product.dangdang.com/23985324.html,35条评论
 Adobe Flex 3程序设计指南(含光盘1张),http://product.dangdang.com/1188882474.html,0条评论
 Visual Studio 2012 高级编程(第4版)（.NET开发经典名著）,http://product.dangdang.com/23418127.html,217条评论
 21天学通Visual Basic（第5版）,http://product.dangdang.com/25249901.html,0条评论
 ASP.NET应用开发案例教程——基于MVC模式的ASP.NET+c#+ADO.NET（高等学校计算机科学与技术项目驱,http://product.dangdang.com/22620155.html,36条评论
 Visual C#.NET串口通信及测控应用典型实例(含DVD光盘1张),http://product.dangdang.com/22776092.html,415条评论
 人工智能革命 超级智能时代的人类命运 发展历史 杀人机器人+MATLAB计算机视觉与深度学习实战 计算机仿真 颠覆的好,http://product.dangdang.com/1044243779.html,0条评论
 VHDL嵌入式数字系统设计教程,http://product.dangdang.com/21077156.html,50条评论
 Visual LISP程序设计（第2版）（高等学校计算机基础教育教材精选）,http://product.dangdang.com/20949705.html,211条评论
 软件测试工程师成长之路-软件测试方法与技术实践指南Java EE篇(第3版)（重点大学软件工程规划系列教材）,http://product.dangdang.com/23503947.html,62条评论
 Java基础与实例精解,http://product.dangdang.com/20617498.html,17条评论
 全新正版限时抢，满39包邮，活动中·· C和指针+C陷阱与缺陷+C专家编程 C语言编程三剑客 C语言入门教程 C语言程标题书名定价140元加 人生定价25元为此套装总定价165元。部分商品主图未添加人生图片，正持续优化中。主图未优化完成商品仅发标题商品。,http://product.dangdang.com/1309683859.html,0条评论
 C++设计模式——基于Qt 4开源跨平台开发框架,http://product.dangdang.com/20029126.html,41条评论
 解析Java虚拟机开发--权衡优化高效和安全的*方案 张善香 9787302314943,http://product.dangdang.com/1220485061.html,1条评论
 JavaEE教程（第2版）JavaEE基本内容为主，与应用一体，兼顾教学和开发，从基础例子着手引导学和用,http://product.dangdang.com/25258032.html,7条评论
 大象无形:虚幻引擎程序设计浅析 计算机+ Tomcat内核设计剖析 网络 图形图像 游戏开发 多媒体 课件设计 C++,http://product.dangdang.com/1044160179.html,0条评论
 疯狂 Java 程序员的基本修养,http://product.dangdang.com/23042420.html,375条评论
 UG NX 11.0 中文版模具设计从入门到精通+ANSYS 17.0中文版有限元分析从入门到精通 计算机UG NX,http://product.dangdang.com/1044388679.html,0条评论
 Unity 5.X/2017标准教程 unity从入门到精通 3D游戏开发教程 虚拟现实游戏开发指南 unity官方指,http://product.dangdang.com/1190995287.html,0条评论
 数据结构与程序设计：C＋＋语言描述：英文（影印版）,http://product.dangdang.com/8712142.html,1条评论
 编程之美 微软技术面试心得+剑指Offer 名企面试官精讲典型编程题 全2册 程序员面试指导书籍 微标题书名定价105元加岛上书店定价35元为此套装总定价140元。部分商品主图未添加岛上书店图片，正持续优化中。主图未优化完成商品仅发标题书名商品。,http://product.dangdang.com/1102183979.html,0条评论
 单片机C语言轻松入门（第2版）（内附光盘1张）,http://product.dangdang.com/22491002.html,162条评论
 C#本质论(第4版)C#入门及进阶 备受读者欢迎的C#指南 全新升级 涵盖C# 5.0,http://product.dangdang.com/23439347.html,141条评论
 SOLIDWORKS 2016中文版机械设计从入门到精通丰富实例向你介绍SOLIDWORKS2016中文版在机械设计中的应用方法与技巧，随书配送的多媒体光盘包含全书所有实例的源文件和操作过程录屏讲解AVI文件,http://product.dangdang.com/25188371.html,10条评论
 Nginx模块开发指南:使用C++11和Boost程序库 罗剑锋 9787121272943,http://product.dangdang.com/1153619861.html,0条评论
 Creo 3.0中文版应用教程,http://product.dangdang.com/23762225.html,9条评论
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 [英] 哈利·帕西瓦全新正版图书,http://product.dangdang.com/1372110585.html,0条评论
 HTML+CSS+JavaScript网页设计与布局实用教程 (第2版),http://product.dangdang.com/25294344.html,0条评论
 SAP ABAP开发技术详解(实例篇)(十年经验精练总结的自修秘籍、技术字典，Step by Step，实现自学，初学,http://product.dangdang.com/1474116955.html,0条评论
 Java加密与解密的艺术（构建安全Java应用的百科全书和权威经典,5大社区推荐）,http://product.dangdang.com/20813335.html,377条评论
 单片机原理与接口技术,http://product.dangdang.com/25208422.html,0条评论
 Effective Enterprise Java中文版,http://product.dangdang.com/9037180.html,3条评论
 HTML5程序开发范例宝典(附光盘) 韩旭, 高飞 ,孙桂杰著 9787115368720,http://product.dangdang.com/1307712051.html,6条评论
 Java 编程入门（高职高专计算机教学改革新体系规划教材）,http://product.dangdang.com/23512053.html,76条评论
 面向对象程序设计与Visual C++6.0学习实验指导(面向21世纪应用型本科计算机规划教材),http://product.dangdang.com/22688469.html,7条评论
 ROS机器人高效编程(原书第3版)/机器人设计与制作系列/ros机器人制作教程书籍/小型机器人系统开发/机器人编程书+,http://product.dangdang.com/1330619876.html,0条评论
 中学生C语言入门演练100例,http://product.dangdang.com/9279437.html,113条评论
 Java 加密与解密的艺术-第2版北京新华书店官方旗舰店 品牌承诺 正版保证 配送及时 服务专业,http://product.dangdang.com/1097563931.html,0条评论
 数字滤波器的MATLAB与FPGA实现+ 数据库原理与应用 ——Xilinx/VHDL版 数字通信数字信号处理教程 f,http://product.dangdang.com/1044452479.html,0条评论
 PHP开发实战1200例（第Ⅰ卷）九千读者口碑相传 PHP开发实例大全、范例大全 两卷1200个编程实例及源码分析 PHP从入门到精通、php mysql实战 之补充和延伸,http://product.dangdang.com/21015613.html,844条评论
 即用即查ASP+VBScript函数与对象参考手册(附光盘),http://product.dangdang.com/9321087.html,9条评论
 标准C程序设计题解与实验指导（第5版）（世界著名计算机教材精选）,http://product.dangdang.com/23549247.html,42条评论
 新黑马阅读新目标英语阅读训练与写作训练+新课标现代文课外阅读七年级通用人教版初一7年级上下册语文英语阅读作文专项训练,http://product.dangdang.com/1301358469.html,0条评论
 啊哈C!思考快你一步-用编程轻松提升逻辑力( 货号:712121336),http://product.dangdang.com/1406358258.html,0条评论
 VIP——Qt中的C++技术(含CD光盘1张),http://product.dangdang.com/23467616.html,108条评论
 【RT7】Go语言 云动力(云计算时代的新型编程语言) [新加坡]樊虹剑 人民邮电出版社 9787115283078亲，全新正版图书，欢迎购买哦！,http://product.dangdang.com/1046455123.html,0条评论
 Spring3.x企业应用开发实战（附光盘）（技术专家邀您共享Spring饕餮盛宴！）,http://product.dangdang.com/22605701.html,3202条评论
 数据结构与算法分析-Java语言描述(原书第3版)计算机教材+数据结构、算法与应用 C++语言描述（原书第2版） [美,http://product.dangdang.com/1390802487.html,0条评论
 XML挖掘：聚类、分类与信息提取,http://product.dangdang.com/22851277.html,63条评论
 Visual Studio 2010并行编程从入门到精通(微软技术丛书) 【正版书籍】,http://product.dangdang.com/1124479595.html,1条评论
 VIP-嵌入式C/C++系统工程师实训教程（配光盘）（嵌入式系统工程师实训系列）,http://product.dangdang.com/23356378.html,15条评论
 UI图标设计从入门到精通从扁平化到拟物化 近二十种不同类型UI图标设计的PS操作逐步详解 新手快速入门必读,http://product.dangdang.com/24103419.html,114条评论
 从Lucene到Elasticsearch 全文检索实战+ R并行编程实战 信息检索技术教程书籍 计算机网络技术 下载,http://product.dangdang.com/1044668579.html,0条评论
 西门子STEP7编程语言与使用技巧（附CD光盘）,http://product.dangdang.com/20603938.html,45条评论
 软件项目管理师成长之路——软件工程导论实践指南Java EE版（重点大学软件工程规划系列教材）,http://product.dangdang.com/22885972.html,15条评论
 Ceph分布式存储实战 Ceph中国社区 Ceph中国社区 9787111553588 Ceph中国社区全新正版图书,http://product.dangdang.com/1154486795.html,2条评论
 PHP Web开发技术突出案例教学，提高读者的学习效果和动手能力,http://product.dangdang.com/23839755.html,1条评论
 TensorFlow深度学习应用实践 计算机视觉学习 计算机网络+ CATIA V5-6R2016快速入门教程 程序设,http://product.dangdang.com/1044801579.html,0条评论
 UG NX 11.0曲面设计教程,http://product.dangdang.com/25162125.html,27条评论
 Visual C#2013 从零开始学+Python新手使用Django架站的16堂 NET Framework类库,http://product.dangdang.com/1044183079.html,0条评论
 Inventor-iLogic程序设计解析与实战（附光盘）,http://product.dangdang.com/23514128.html,47条评论
 Python基础教程第3版 Python编程从入门到实践 head first python学习手册+利用Python,http://product.dangdang.com/1390849687.html,0条评论
 plc教程书籍 跟我动手学S7-300/400 第2版+S7-300/400 PLC应用技术第4版 2册 西门子plc【好评返5元店铺礼券】,http://product.dangdang.com/1333459376.html,0条评论
 全新正版限时抢，满39包邮，活动中··3册区块链开发指南 区块链原理设计与应用 白话区块链书 比特币超级账本以太坊开发标题书名定价207元加 人生定价25元为此套装总定价232元。部分商品主图未添加人生图片，正持续优化中。主图未优化完成商品仅发标题商品。,http://product.dangdang.com/1402124659.html,0条评论
 ACM/ICPC算法基础训练教程,http://product.dangdang.com/1049697684.html,7条评论
 ANGULAR 2开发实战 基于TYPESCRIPT (美)雅科夫？费恩//安东？慕斯【好评返5元店铺礼券】,http://product.dangdang.com/1394566657.html,0条评论
 深度实践OpenStack：基于Python的OpenStack组件开发+OpenStack高可用集群（上册）：原理与,http://product.dangdang.com/1312850276.html,0条评论
 编译原理（第三版）,http://product.dangdang.com/20942732.html,103条评论
 深入浅出Node.js+Node与Express开发,http://product.dangdang.com/1209007487.html,0条评论
 数据结构实验教程——C语言描述,http://product.dangdang.com/24184985.html,4条评论
 云原生应用架构实践+SOLIDWORKS®Simulation Premium 教程 从单体到服务化架构演进,http://product.dangdang.com/1044303279.html,0条评论
 软件设计模式（Java版）*9787115477880 程细柱全新正版图书,http://product.dangdang.com/1365270898.html,1条评论
 Visual C++.Net新技术编程120例(附光盘)/.Net开发专家系列,http://product.dangdang.com/9083557.html,16条评论
 Bootstrap实战,http://product.dangdang.com/23362144.html,235条评论
 套装现货 编程之法(面试和算法心得)+编程珠玑(续修订版) 共2册 程序员面试宝典 融深邃思想、实战技术与趣味轶事于一,http://product.dangdang.com/1386048168.html,0条评论
 编程导论+Python编程导论 第2版 Python 3 MIT热门MOOC教材 计算机科学基础知识 用计算思维解决问,http://product.dangdang.com/1258439987.html,0条评论
 Python算法教程,http://product.dangdang.com/1210589384.html,2条评论
 你不知道的JavaScript 下卷 编程入门指南JavaScript程序设计+Java程序设计教程(第2版) 深入了,http://product.dangdang.com/1044824479.html,0条评论
 正版 区域包邮 TZ 目标设定与绩效考核实务手册+OKR目标与关键成果法：盛行于硅谷创新公司的目标管理方法 共2本 7是一本企业HR和各级管理者绩效管理工作的手册,http://product.dangdang.com/1133103278.html,4条评论
 JavaScript+jQuery网页特效设计实例教程,http://product.dangdang.com/23351028.html,98条评论
 Windows 程序设计(第6版 英文版)(上、下册)经典图书win8全新版，微软出品,http://product.dangdang.com/23340063.html,25条评论
 Java从入门到精通（附光盘）（java核心技术，java编程思想！java web技术详解，java编程思想精粹!）网友热评的Java入门宝典，教学视频超级给力,http://product.dangdang.com/20810282.html,7662条评论
 网络游戏开发技术,http://product.dangdang.com/23948133.html,12条评论
 REACT NATIVE移动开发实战 9787111571797 袁林全新正版图书,http://product.dangdang.com/1329578295.html,0条评论
 人脸识别原理与实战:以MATLAB为工具 计算机 网络 人工智能 编程语言与程序设计+人机共生 洞察与规避数据分析中的,http://product.dangdang.com/1045291379.html,0条评论
 Web前端开发技术——HTML、CSS、JavaScript（第2版）涵盖网页设计流程和WEB前端技术，大量实用案例和运行效果图，综合案例提升综合能力,http://product.dangdang.com/24017412.html,48条评论
 有意思的计算机书 套装全2册 程序是怎样跑起来的+计算机 是怎样跑起来的,http://product.dangdang.com/1221959487.html,0条评论
 21天学通C语言（第4版）极具影响力原创计算机编程系列图书，丛书畅销30万册！程序员必备案头手册，祝你21天轻松学通编程技能！,http://product.dangdang.com/23837162.html,123条评论
 火热促销 PHP从入门到精通(第3版)(附光盘1张)(41小时视频，808个经典实例、15项面试真题、626项测试史上本店所售均为正版图书，请放心购买！客服有事情回复不过来，请致电15726655835,http://product.dangdang.com/1303726678.html,0条评论
 树莓派Python编程入门与实战(第2版) [美] Richard Blum 勃鲁姆, Christine Bresn,http://product.dangdang.com/1174828069.html,0条评论
 VB程序设计（面向“十二五”高职高专规划教材·计算机系列）,http://product.dangdang.com/20622794.html,112条评论
 正版促销中qs~Python网络数据采集 9787115416292 [美] 米切尔（Ryan Mitchell）；陶正版图书，品质保证^_^如需清单下单时请备注，下单即有精美书签赠送！,http://product.dangdang.com/1352517467.html,0条评论
 疯狂Java讲义精粹（第2版）(含CD光盘1张)*9787121243462 李刚著全新正版图书,http://product.dangdang.com/1296904895.html,0条评论
 ASP.NET MVC 4 Web编程(.NET开发者学习MVC的必备圣典！),http://product.dangdang.com/23276347.html,642条评论
 深度学习之TensorFlow 入门 原理与进阶实战+工业机器人应用技术入门 社会科学社会学 计算机 网络 人工智能,http://product.dangdang.com/1045255779.html,0条评论
 实用数据分析（原书第2版）计算机 网络 程序设计 + MATLAB数值计算实战 辅助设计与工程计算 大数据分析技术教程,http://product.dangdang.com/1044387979.html,0条评论
 React 精髓 9787121286469,http://product.dangdang.com/1378508777.html,0条评论
 React Native入门与实战+React快速上手开发 开源技术React Web应用,http://product.dangdang.com/1222064487.html,0条评论
 网站建设与网页设计制作（21世纪高等学校规划教材·计算机应用）,http://product.dangdang.com/23567345.html,11条评论
 C# 4.0权威指南（权威经典C# 4.0图解教程基于.NET4和VS2010微软开发者社区推荐）,http://product.dangdang.com/21000340.html,226条评论
 R语言机器学习 第2版（影印版）,http://product.dangdang.com/25079361.html,13条评论
 解析极限编程——拥抱变化（原书第2版）,http://product.dangdang.com/22504819.html,135条评论
 OpenCV教程:基础篇(附光盘),http://product.dangdang.com/1030597291.html,0条评论
 ASP.NET 4.5动态网站开发实用教程（计算机基础与实训教材系列）,http://product.dangdang.com/23583295.html,13条评论
 领域驱动设计C# 2008实现：问题·设计·解决方案,http://product.dangdang.com/20809401.html,123条评论
 用于逻辑综合的VHDL（第3版）,http://product.dangdang.com/23427880.html,32条评论
 Android 6开发秘籍(第5版) +米思齐实战手册 Arduino图形化编程指南android 6开发入门优选 A,http://product.dangdang.com/1042873579.html,0条评论
 ASP NET MVC 5 网站开发之美 demo 9787302413387,http://product.dangdang.com/1189008969.html,0条评论
 高级语言程序设计,http://product.dangdang.com/23821697.html,6条评论
 ANSYS Workbench17.0 数值模拟工程实例解析 第2版 + 精通MATLAB科学计算与数据统计应用 数字,http://product.dangdang.com/1044822679.html,0条评论
 C语言程序开发范例宝典（附光盘）,http://product.dangdang.com/23617934.html,34条评论
 2册 乐高机器人EV3程序设计艺术+乐高机器人EV3创意实验室 机器人机械结构搭建技术书 lego 智能机器人制作教程,http://product.dangdang.com/1369659980.html,1条评论
 区域包邮 TZ9787111586937用户体验乐趣多：写给开发者的用户体验与交互设计课+9787121280702用,http://product.dangdang.com/1432511896.html,1条评论
 数据结构：使用C语言（第3版）,http://product.dangdang.com/20348397.html,95条评论
 Java程序设计教程(第3版) 雍俊海著 9787302338949,http://product.dangdang.com/1329604941.html,3条评论
 自然语言处理的原理及其应用,http://product.dangdang.com/20081422.html,0条评论
 正版现货 Android项目开发实战入门(全彩版)安卓android教程书籍安卓书籍教程安,http://product.dangdang.com/1301457159.html,0条评论
 R的极客理想·工具篇（总结了各种性能奇特的R语言包，提升R语言性能的方法，以及R语言在实际使用时与Java、MySQL,http://product.dangdang.com/23543569.html,111条评论
 网站创富：从搭建、管理到营利+大型网站技术架构：核心原理与案例分析,http://product.dangdang.com/1312149476.html,0条评论
 折线模糊神经网络与模糊系统逼近,http://product.dangdang.com/25179453.html,8条评论
 从零开始学Java(第3版) 9787121302732,http://product.dangdang.com/1469280670.html,0条评论
 Java Web开发教程——基于Struts2+Hibernate+Spring,http://product.dangdang.com/24225040.html,32条评论
